5. What forms and dosage amounts of medical marijuana are allowed?,c
3. Will every dispensing facility sell the same types of Medical Marijuana?,c
5. How much medical marijuana can I get at a time?,c
6. What should I do if the approved medical marijuana product is not helping me?,c
7. What should I do if I think I'm having an adverse reaction to the approved medical marijuana product?,c
8. What should I do with expired/unwanted medical marijuana products?,c
9. What if I need assistance obtaining medical marijuana from a dispensing facility because of my condition?,c
10. Can I use my out-of-state medical marijuana identification card to purchase medical marijuana in New York State?,c
11. How will the Department ensure the quality of the products produced by the Registered Organizations?,c
1. How did the New York State Department of Health Commissioner determine prices for Medical Marijuana?,c
2. Are prices for Medical Marijuana the same at all of the Registered Organizations?,c
3. Will Medical Marijuana prices change?,c
4. Where may patients find the prices of Medical Marijuana products?,c
5. Does New York State provide a discounted program for certified patients who cannot afford Medical Marijuana?,c
1. Why do practitioners have to take a department-approved medical use of marijuana course?,c
3. How were TheAnswerPageNY and The Medical Cannabis Institute selected as the course providers?,c
Do I need to have a referral to the MEDCAN Office?,c
"Once I am seen at MEDCAN Doctors Office, can I see you as my primary and get all my prescriptions from MEDCAN ?",c
Where is the MEDCAN Doctor’s Office located?,c
Does the MEDCAN Doctors Office accept insurance for office visits?,c
I heard California does office visits on the phone and Telemedicine. Is this allowed in Florida?,c
Is it safe to sign up with companies that schedule me with traveling doctors?,c
How long does it take to get my medical marijuana prescription once I have received my recommendation?,c
I live in Georgia. Can I get a prescription^ for Medical Marijuana in Florida?,c
I’m New To Marijuana. What should I expect?,c
"There Seems To Be A Lot Of Terms Associated With Marijuana. What Does Sativa, Indica and THC Mean?",c
"And Names Like Kush, Diesel and Haze, What Do They Mean?",c
What Is The Best Way To Take Medical Marijuana?,c
Will 3C Dispensaries Offer Edibles?,c
How Much Marijuana Can I Purchase?,c
What does it mean to have arrest protection with the recognition card?,c
What does it mean to have an affirmative defense?,c
Is there an exception for medical marijuana patients driving under the influence of marijuana?,c
Does my doctor have to authorize marijuana if I have a qualifying condition?,c
May healthcare practitioners use cannabis-infused oils or lotions in their practice?,c
May I be fired from my job if I use medical marijuana?,c
May I be a medical marijuana patient and grow when I have children in the home?,c
My son who is a patient in the database got arrested and went to jail. The court is not allowing him to use his medication while in jail or when he gets out on probation. Is that legal?,c
What is considered a plant?,c
Do I have to allow my renters to use or grow marijuana if they have a medical marijuana authorization or card?,c
Do I have rights as a tenant who is a medical marijuana patient to use marijuana?,c
I have questions that the Department of Health cannot answer. How do I get help finding the answers?,c
What conditions make a patient eligible for medical marijuana in the State of Ohio?,c
How do I get an Ohio Marijuana Card?,c
What is the cost for a medical marijuana card in Ohio?,c
Are patients allowed to grow their own medical marijuana?,c
Where can patients purchase medical marijuana?,c
Can my employer still drug test me for marijuana if I am a registered patient?,c
Can I obtain a medical marijuana card if I have a concealed carry permit?,c
Where will the dispensaries be located in Ohio?,c
How much medical marijuana can be purchased from the dispensary?,c
How much will medical marijuana cost?,c
What is medical marijuana?,c
Can medical marijuana help with seizure disorders?,c
How do you get medical marijuana?,c
Has the FDA approved medical marijuana?,c
What are the Medical Conditions That Can be treated with Medical Marijuana,c
How Do I Get a Medical Marijuana Card?,c
What Kinds of Medical Marijuana Products are Available?,c
Where Can I Get My Medical Marijuana?,c
What is the Nevada Medical CannabisCardholders/Caregivers Program?,c
Who can purchase medical cannabis?,c
How much cannabis can each patient buy?,c
Can people use medical cannabis cards from other states in Nevada?,c
Can people use Nevada medical cannabis cards in other states?,c
When was Medical Cannabis approved in Nevada?,c
Can patients still grow their own cannabis?,c
What do the medical cannabis cards look like?,c
What is a caregiver?,c
What type of doctor can recommend Medical Cannabis?,c
3. How can I find a registered practitioner?,i
1. What do I do after I receive a certification from my registered practitioner?,i
2. May I register on behalf of a minor or person who is otherwise incapable of consenting to medical treatment?,i
3. How do I register with the program as a caregiver?,i
4. Do I have to pay to register as a patient or as a caregiver?,i
5. When can I expect my registry identification card to arrive?,i
6. Can I still register if a practitioner will not provide a certification?,i
1. Where can I find basic information about each Registered Organization?,i
2. Which dispensing facilities may I use?,i
4. When are dispensing facilities open?,i
2. Who is providing the course?,i
4. How are the courses offered?,i
5. Do the courses have to be completed all at once?,i
6. How much will the courses cost to take?,i
7. Will Continuing Medical Education (CME) credit be offered?,i
How often do I have to be seen?,i
"OK, I have a qualifying condition, how do I make an appointment?",i
"I have chronic pain and I’m on pain pills, so I qualify, right?",i
What records are needed to be brought in for my office visit?,i
"After I am seen by a doctor, how long does it take until they can recommend me for this medicine?",i
"I live out of state but vacation in Florida or have a residence in Florida and live there part-time, can I qualify?",i
Why are fees not discounted or insurance accepted?,i
May my 19 year old son get an authorization without my approval?,i
"If I make an appointment, am I guaranteed to get approved?",i
What If I Do Not Have My Records?,i
"What is a caregiver, and how many can I have?",i
Is my personal information kept private?,i
Are patients allowed to smoke medical marijuana?,i
Will patients have access to other marijuana products?,i
Is there going to be home delivery for medical marijuana?,i
How does it help?,i
How Long Does it Take to Get a Card?,i
Are there any special cases where other conditions will qualify for a card?,i
Q: What are the qualifying conditions?,i
Q: How much will I be able to own and purchase?,i
Q: Where are the dispensaries going to be?,i
Q: May I choose my own caregiver?,i
Q: Can I apply if I live out of state?,i
Q: How long does my patient license last?,i
How will my privacy be protected?,i
How do I know what type of marijuana is best for me?,i
How can I make an appointment?,i
"Can we do a virtual appointment (skype, videochat, Phone)?",i
Is my treatment confidential?,i
What if I need to reschedule?,i
What are the costs?,i
Do you accept insurance?,i
Do you provide refunds?,i
How often do I have to see the doctor?,i
do you recommend patients for smoking of medical cannabis?,i
What are medical conditions of the same kind or class?,i
Do I have to be a Florida resident?,i
What do I need to prove residency?,i
Can someone else pick up my medication?,i
Where do I purchase my medication?,i
I have a marijuana ID card from another state. can I use it?,i
Do I have to smoke?,i
HOW MUCH DOES THE ANNUAL ENROLLMENT FEE COST?,i
HOW DO I KNOW WHAT MEDICATION(S) TO START WITH?,i
CAN I TRAVEL WITH THIS MEDICATION?,i
CAN I DRIVE WHILE TAKING THIS MEDICATION?,i
WHAT SIDE EFFECTS COULD I EXPECT TO SEE?,i
WHAT SHOULD I DO IF I FEEL LIKE I AM EXPERIENCING AN ADVERSE REACTION?,i
DOES MY MEDICATION EXPIRE?,i
HOW IS YOUR MEDICATION EXTRACTED?,i
IS MY MEDICINE INDICA OR SATIVA?,i
CAN I REUSE MY SYRINGES?,i
HOW DO I ADD A SPOUSE ONTO MY ACCOUNT?,i
WHY ARE YOUR MEDICATIONS PRICED DIFFERENTLY THAN MINNESOTA MEDICAL SOLUTIONS?,i
WILL MY INSURANCE PAY FOR MEDICAL CANNABIS?,i
Patients with HypertensionAre patients with hypertension at higher risk for severe illness from COVID-19?,c
What is 2019 Novel Coronavirus (COVID-19)?,c
What does it mean that COVID-19 is a Global Pandemic?,c
What are the symptoms of COVID-2019?,c
How does COVID-19 spread?,c
How is COVID-19 diagnosed?,c
Will warm weather stop the outbreak of COVID-19?,c
Is the stay at home mandate over?,c
What is the state recommending for social distancing?,c
Should I wear a facemask or cloth face covering?,c
What steps should parents take to protect children?,c
Should I clean “high touch” surfaces?,c
What are the treatments for COVID-19?,c
Can I get COVID-19 from my pet?,c
Can animals carry the virus that causes COVID-19 on their skin or fur?,c
Can I give COVID-19 to my pet?,c
What precautions should I take around my pet?,c
Do I need to get my pet tested for COVID-19?,c
What should I do if my pet gets sick and I think it’s COVID-19?,c
Can I walk my dog?,c
What animals can get COVID-19?,c
Should I avoid contact with pets or other animals if I am sick with COVID-19?,c
How does COVID‑19 spread?,c
"What is social distancing, and does it help?",c
What should I do if I had close contact with someone who has COVID‑19?,c
Does staying home really help prevent the spread of COVID-19?,c
Should I wear a cloth face covering in public?,c
When should I wear a cloth face covering?,c
Do I still need to stay at least 6 feet away from people if wearing a cloth face covering?,c
Why is the CDC recommending wearing cloth face coverings instead of medical-grade facemasks?,c
Are there people who shouldn’t wear a mask?,c
"Is there a correct way to put on, adjust or remove a cloth face covering?",c
Who’s at high risk for serious illness from COVID‑19?,c
I feel sick. What are the symptoms of COVID-19?,c
"What are the emergency warning signs, and when should a sick person call 911?",c
Can a person test negative and later test positive for COVID-19?,c
How do I treat COVID-19?,c
When do I call 911 or go to the hospital?,c
"I was sick, but now my symptoms are gone. When can I stop self-isolating?",c
Are pregnant women at greater risk from COVID-19?,c
How can pregnant women protect themselves?,c
Can COVID-19 be passed from mother to child?,c
How long does the COVID-19 virus live on surfaces?,c
Does cleaning frequently-touched objects and surfaces really help?,c
How do I handle the laundry of a sick person?,c
Should I be concerned about pets or other animals getting or spreading COVID‑19?,c
Should I avoid contact with pets or other animals if I am sick?,c
Should I cancel my travel plans because of COVID-19?,c
What are international travelers entering the United States advised do?,c
Is it safe to give blood?,c
Can the COVID-19 virus spread through drinking water?,c
Am I at risk for COVID-19 from a package or product shipped from China?,c
How does COVID-19 affect pregnant women?,c
How is the novel coronavirus transmitted?,c
How can individuals who have chronic health conditions protect themselves from COVID-19?,c
Do face masks protect against COVID-19?,c
How long does the COVID-19 virus live on surfaces?,c
What are the best cleaners to remove germs?,c
What tests are available to detect COVID-19?,c
Is there treatment available for COVID-19?,c
What is social distancing?,c
How do outbreaks typically end?,c
What tips should I give my patients to prevent the spread of novel coronavirus (SARS-CoV-2)?,c
What are the most common myths about COVID-19 that physicians should dispel for patients?,c
What should I tell my patients about traveling during the COVID-19 pandemic?,c
When should I test patients for COVID-19?,c
How do I test patients for COVID-19?,c
How do I treat patients with confirmed COVID-19?,c
How do I know when it is safe for patients to discontinue home isolation?,c
How do I establish effective staff safety protocols?,c
What steps can doctors take to stay healthy during the COVID-19 pandemic?,c
How can health care facilities manage PPE supplies during the COVID-19 pandemic?,c
What is the source of the virus?,i
Can someone spread the virus without being sick?,i
Can more than 10 people gather?,i
Can restaurants and bars reopen?,i
Is outdoor recreation permitted?,i
What about indoor recreation?,i
How about zoos and museums?,i
Health and fitness?,i
Hair salons?,i
Can schools reopen?,i
Who is at higher risk?,i
Is there a vaccine?,i
"What should health care providers, laboratories and health departments do?",i
What are public health departments in Illinois doing about this situation?,i
How can I help protect myself?,i
Should I be tested for COVID-19?,i
Do home remedies help?,i
Are there special needs for children?,i
What cleaning products should I use?,i
How do I deal with grocery shopping?,i
How should you clean a cloth face covering?,i
I don’t have any cases in my county yet. Does that mean there’s no risk?,i
What are the symptoms? ,i
What are the symptoms in children?,i
Are individuals contagious before they develop symptoms?,i
What should individuals do if they think they may have been infected?,i
Who is at greatest risk of serious illness?,i
What can individuals do to protect themselves?,i
What can people with diabetes do to protect themselves?,i
What can people with heart disease do to protect themselves?,i
What can people with lung disease (like asthma) do to protect themselves?,i
Is it safe to go to the dentist—or any other routine healthcare provider?,i
Is it dangerous to be outdoors?,i
Q: What if I don’t have insurance?,i
Q: I have questions regarding WIC?,i
Q: What are you doing to ensure the health of our garbage men?,i
Q: When is someone infectious?,i
Q: What is the process of getting my results?,i
Q: There is a case in my county? I have a sore throat. Should I get tested?,i
Q: Are you receiving results from the drive-thru testing centers? How quickly are those results coming in?,i
Q: How often are you updating the public on case counts and deaths?,i
Q: Why is it that health officials will not give us more information about who is infected?,i
Q: I heard there is a death in my county. Why does your dashboard or table not show the death?,i
Q: Are schools open?,i
Q: Are swim teams (adult and youth) allowed to operate?,i
Q: Are day and overnight summer camps allowed to operate?,i
Q: Can I bring someone with me to my scheduled appointment?,i
Q: How are pediatric hospital services affected?,i
Q: Is there an online screening tool available?,i
Q: What patients are being prioritized for testing?,i
Q: What if I am not a high-risk patient and need to receive testing?,i
Q: Why do I need a test when I’m not showing any symptoms?,i
How is it spread?,i
What are the symptoms?,i
How can I protect myself and others?,i
Is it safe to order take-out?,i
Should I stop going to the gym?,i
Should I cancel my trip?,i
Is there a vaccine?,i
Is there a treatment?,i
Should I be tested?,i
How can we track these metrics?,i
Is it safe to attend events and gatherings?,i
What is the limit on the number of people in gatherings?,i
What if I am pregnant?,i
What should health care professionals and health departments do?,i
